show_id,rottentomatoes_audience_score,rottentomatoes_audience_#reviews,rottentomatoes_tomatometer_score,rottentomatoes_critics_#reviews
s5504,68,1750,92,60
s5506,15,75,,0
s5507,75,75,,0
s5508,19,75,,0
s5509,,10,,0
s5510,36,75,,0
s5515,24,75,,0
s5516,75,250000,27,195
s5518,,10,,0
s5519,100,75,,0
s5520,34,75000,12,121
s5521,43,250000,16,218
s5522,77,250000,49,182
s5523,40,175,0,5
s5524,58,75000,46,111
s5527,81,7500,,0
s5528,36,75,14,14
s5530,88,750,22,9
s5532,47,1750,,0
s5533,,0,,0
s5536,74,175,,0
s5540,36,7500,4,24
s5541,21,10,,0
s5542,20,175,,0
s5550,80,750,50,14
s5553,,10,,0
s5556,75,175,,0
s5558,59,175000,58,133
s5559,41,17500,61,51
s5560,82,10,,0
s5561,45,17500,4,28
s5562,52,75,56,9
s5565,,0,,0
s5566,,10,,0
s5567,58,750,60,10
s5570,78,750,100,67
s5571,45,750,,0
s5574,66,"['5,000+ Ratings']",,0
s5576,,10,,0
s5577,,10,,0
s5578,,10,,0
s5579,76,175,,0
s5580,,10,0,7
s5581,92,17500,98,173
s5583,32,175000,47,103
s5584,80,7500,69,49
s5588,79,750,,0
s5592,77,17500,59,27
s5595,,10,,0
s5597,68,750,91,46
s5601,30,1750,61,38
s5605,27,10,,0
s5606,,10,,0
s5607,35,32000,10,60
s5608,73,175,100,13
s5611,86,250000,92,259
s5615,50,1750,77,61
s5617,78,250000,77,253
s5625,17,10,,0
s5627,54,175,,0
s5628,70,1750,57,7
s5629,,10,,0
s5634,31,32000,15,91
s5635,,10,,0
s5639,81,175,,0
s5640,28,175,,0
s5642,57,175,,0
s5646,83,750,76,80
s5648,30,750,25,16
s5651,85,1750,59,58
s5652,27,7500,38,32
s5654,15,175,45,11
s5656,100,10,,0
s5660,84,7500,61,23
s5662,57,"['5,000+ Ratings']",64,132
s5667,54,75000,15,101
s5668,92,75000,96,56
s5669,28,17500,11,27
s5672,74,17500,92,134
s5673,31,750,59,17
s5674,45,175000,48,44
s5675,67,750,78,36
s5677,,10,,0
s5680,42,7500,,0
s5682,15,175,,0
s5683,27,32000,29,66
s5684,70,32000,61,258
s5685,72,75000,94,255
s5686,,10,,0
s5687,90,750,,0
s5688,42,75,38,8
s5697,26,"['5,000+ Ratings']",8,36
s5698,70,7500,67,12
s5699,64,32000,69,477
s5701,49,32000,65,49
s5703,71,750,92,12
s5705,64,750,82,51
s5710,69,175000,72,171
s5716,,10,,0
s5719,72,10,88,16
s5721,92,10,,0
s5723,85,75,46,13
s5728,75,32000,45,106
s5731,37,1750,21,14
s5733,53,75000,78,119
s5739,,10,78,18
s5740,,10,,0
s5744,81,750,88,8
s5745,29,750,17,36
s5746,53,7500,75,8
s5750,92,10,92,25
s5751,52,1750,37,82
s5754,51,250000,63,262
s5760,,10,,0
s5771,38,75000,67,195
s5772,96,175,96,24
s5773,91,10,73,11
s5774,46,250000,93,128
s5776,25,75000,45,143
s5780,54,75,0,5
s5781,35,175,64,25
s5782,,10,,0
s5784,20,10,,0
s5785,,10,100,5
s5795,86,250000,76,194
s5797,84,17500,99,115
s5801,78,175,,0
s5806,80,750,95,22
s5809,75,75,,0
s5812,46,175,22,9
s5814,30,750,60,5
s5815,84,1750,100,7
s5816,70,75,100,10
s5821,62,175,89,9
s5826,87,175,,0
s5832,83,10,56,27
s5836,85,250000,73,174
s5840,,10,,0
s5841,82,175,79,14
s5842,57,10,,0
s5846,,10,,0
s5849,79,75000,86,36
s5850,24,75000,11,70
s5853,57,750,100,48
s5857,93,75,,0
s5858,41,250000,67,97
s5859,41,175000,81,124
s5860,50,10,,0
s5861,76,750,90,83
s5866,,10,,0
s5872,68,17500,73,215
s5879,,10,,0
s5882,0,175,,0
s5883,67,175,89,19
s5887,92,"['5,000+ Ratings']",98,60
s5890,72,7500,90,48
s5891,93,75,80,5
s5901,,10,,0
s5905,57,75,,0
s5907,87,250000,88,210
s5908,70,"['5,000+ Ratings']",92,26
s5910,44,10,67,6
s5911,61,250000,75,267
s5915,57,10,,0
s5919,70,250000,79,147
s5921,74,750,,0
s5928,70,175,100,14
s5929,75,75,100,7
s5930,80,10,,0
s5931,,10,,0
s5932,76,10,,0
s5933,91,"['5,000+ Ratings']",83,6
s5934,57,750,,0
s5937,60,750,20,10
s5941,52,750,95,39
s5942,59,1750,17,6
s5943,72,17500,72,209
s5947,56,750,67,12
s5949,59,175000,25,138
s5951,,10,,0
s5953,,10,94,35
s5955,96,17500,91,11
s5958,80,175,,0
s5961,42,32000,28,114
s5963,27,175,,0
s5964,50,10,,0
s5965,50,175,62,13
s5967,62,175000,28,115
s5969,64,1750,81,21
s5972,27,175,78,9
s5976,20,175,,0
s5977,69,7500,85,54
s5978,,10,,0
s5979,67,750,63,16
s5989,75,250000,89,105
s5990,36,"['5,000+ Ratings']",33,6
s5993,48,750,25,12
s5994,,10,,0
s5995,93,250000,96,92
s5997,87,750,,0
s6001,68,750,67,15
s6003,88,750,100,6
s6005,69,175000,33,155
s6008,91,175,,0
s6013,51,750,100,5
s6014,60,250000,34,119
s6016,81,250000,40,52
s6018,88,175,97,36
s6023,45,750,,0
s6025,32,1750,0,7
s6026,46,250000,69,206
s6027,54,250000,33,282
s6033,54,750,60,15
s6035,,10,,0
s6036,16,1750,,0
s6038,33,175,,0
s6042,57,75,,0
s6045,70,10,,0
s6050,81,750,86,21
s6052,86,750,100,6
s6053,9,175,0,5
s6062,82,10,100,6
s6063,27,750,23,35
s6065,50,10,20,5
s6070,74,75000,74,233
s6074,82,1750,100,49
s6076,,10,,0
s6080,97,1750,94,31
s6081,77,75000,91,57
s6082,52,75000,27,44
s6084,61,175,75,12
s6085,84,7500,73,110
s6086,,10,,0
s6089,17,75,,0
s6090,0,10,,0
s6091,,10,,0
s6094,39,"['5,000+ Ratings']",44,50
s6096,87,75000,95,318
s6098,,10,,0
s6099,70,17500,87,106
s6100,49,10,63,8
s6104,61,750,48,40
s6108,30,7500,47,98
s6109,44,750,63,8
s6110,81,175,100,15
s6111,77,7500,90,229
s6112,53,750,79,29
s6114,79,750,,0
s6116,25,75,,0
s6117,95,750,100,14
s6132,79,750,95,21
s6133,24,10,,0
s6137,16,175,,0
s6138,90,750,7,14
s6140,49,7500,73,70
s6142,,10,,0
s6143,63,1750,81,83
s6144,83,750,100,19
s6147,29,10,,0
s6150,81,750,,0
s6152,61,10,97,36
s6153,100,10,,0
s6156,64,250000,46,207
s6157,,10,,0
s6165,38,17500,29,63
s6167,66,750,,0
s6168,87,750,86,63
s6169,75,750,82,89
s6171,75,250000,78,250
s6172,64,250000,44,186
s6173,81,10,,0
s6174,87,1750,95,105
s6177,46,250000,34,193
s6178,51,750,87,47
s6179,44,75,,0
s6182,23,10,,0
s6183,30,175,,0
s6185,77,250000,41,178
s6188,86,10,100,15
s6190,87,175,,0
s6191,22,"['5,000+ Ratings']",19,90
s6192,54,10,,0
s6195,81,750,98,58
s6199,52,"['5,000+ Ratings']",28,18
s6200,25,10,,0
s6201,45,10,,0
s6202,83,75,59,27
s6206,,10,,0
s6210,56,175,33,6
s6218,74,7500,21,24
s6219,75,1750,67,58
s6220,43,750,68,57
s6226,31,750,23,26
s6228,72,750,,0
s6229,42,"['5,000+ Ratings']",20,152
s6232,50,175,0,5
s6234,57,175,69,51
s6235,55,32000,67,169
s6237,40,175,0,6
s6242,53,"['5,000+ Ratings']",73,107
s6243,83,175000,86,223
s6246,65,250000,55,58
s6252,60,10,,0
s6253,77,175000,72,144
s6256,88,1750,86,21
s6262,,10,,0
s6264,100,10,,0
s6265,,10,,0
s6266,72,32000,67,242
s6267,82,10,,0
s6271,19,"['5,000+ Ratings']",3,33
s6272,,10,,0
s6273,95,750,100,17
s6276,60,10,,0
s6278,,10,,0
s6279,72,175,96,28
s6280,82,7500,93,75
s6281,78,"['5,000+ Ratings']",95,245
s6282,74,750,,0
s6284,65,175,90,10
s6289,94,250000,91,281
s6290,58,10,89,28
s6292,79,7500,64,202
s6293,21,75,44,39
s6294,22,32000,6,90
s6298,91,175,100,7
s6299,43,10,,0
s6303,85,17500,91,348
s6307,85,750,100,13
s6309,,10,,0
s6315,16,175,50,14
s6316,65,10,80,5
s6324,68,750,97,36
s6325,83,32000,94,214
s6326,55,175,,0
s6329,50,1750,60,15
s6332,81,17500,92,160
s6333,66,7500,92,129
s6334,80,10,92,24
s6338,84,175000,95,62
s6339,67,7500,73,60
s6341,57,7500,78,99
s6346,87,750,94,16
s6347,51,75,,0
s6349,89,175000,90,251
s6351,35,250000,28,100
s6354,29,10,,0
s6355,30,175,,0
s6361,24,250000,22,46
s6362,20,32000,25,72
s6363,80,17500,96,311
s6364,61,175,,0
s6366,,10,,0
s6368,,10,,0
s6369,65,10,100,11
s6374,82,32000,80,241
s6376,,10,,0
s6378,50,17500,61,57
s6379,83,"['5,000+ Ratings']",77,35
s6381,79,750,100,11
s6384,99,175,70,10
s6385,80,75,,0
s6388,,10,,0
s6393,,10,,0
s6397,86,175000,87,253
s6400,,10,,0
s6402,81,175,43,14
s6409,88,1750,37,49
s6412,,10,,0
s6414,59,17500,78,138
s6415,84,75,86,7
s6420,68,750,,0
s6421,65,750,87,53
s6423,39,750,,0
s6427,29,17500,38,98
s6428,24,10,,0
s6429,81,1750,80,71
s6432,81,750,97,93
s6433,40,7500,24,246
s6434,77,175,,0
s6435,76,75000,74,336
s6437,84,175,82,22
s6446,37,250000,29,159
s6447,,10,,0
s6448,89,175000,76,228
s6449,0,10,,0
s6451,35,75,,0
s6452,73,1750,58,139
s6453,84,1750,95,40
s6455,39,175,33,6
s6460,,10,,0
s6467,,10,,0
s6469,80,75,,0
s6471,22,175,25,8
s6472,47,175,57,121
s6475,23,750,47,59
s6476,37,175,,0
s6480,60,250000,64,197
s6481,84,32000,81,202
s6486,65,750,88,60
s6488,84,17500,93,381
s6492,44,250000,79,233
s6497,37,10,,0
s6498,50,75,,0
s6500,,10,,0
s6501,93,32000,75,128
s6502,39,250000,56,189
s6505,86,1750,67,9
s6506,69,17500,89,105
s6508,86,1750,95,447
s6510,51,75000,52,234
s6514,74,750,77,22
s6519,91,75,,0
s6522,86,75000,94,325
s6526,72,175,80,5
s6528,63,17500,80,277
s6529,45,750,77,35
s6531,54,750,77,96
s6534,92,175000,94,297
s6536,57,7500,17,12
s6537,39,750,28,39
s6539,43,750,70,20
s6543,73,250000,35,156
s6548,46,750,83,41
s6549,67,10,50,6
s6553,68,75000,47,36
s6556,23,750,0,43
s6557,80,750,86,14
s6558,35,75000,72,162
s6560,41,10,,0
s6564,88,7500,100,28
s6565,78,7500,94,47
s6568,,10,,0
s6570,71,175,40,10
s6572,14,750,5,56
s6573,55,10,,0
s6575,22,750,20,10
s6576,40,750,41,170
s6577,42,10,46,13
s6579,42,175,30,23
s6581,89,75,83,6
s6582,86,750,,0
s6584,,10,78,18
s6586,,10,0,6
s6596,62,10,,0
s6600,49,"['5,000+ Ratings']",78,128
s6604,,10,,0
s6605,55,75000,55,66
s6607,96,175000,93,161
s6609,65,32000,87,261
s6610,39,750,56,45
s6611,,10,100,12
s6612,52,175,75,28
s6613,,10,,0
s6614,62,250000,31,170
s6616,89,"['5,000+ Ratings']",96,138
s6617,86,250000,93,275
s6618,95,250000,95,256
s6619,76,10,,0
s6620,65,750,55,22
s6621,,10,88,8
s6622,73,175,,0
s6624,,10,,0
s6625,80,750,90,10
s6626,53,750,79,75
s6629,66,10,,0
s6638,81,75,94,18
s6639,61,75,,0
s6640,75,75,,0
s6644,68,75,,0
s6649,85,250000,88,154
s6650,72,250000,73,245
s6651,60,250000,35,216
s6654,,10,,0
s6657,27,175,,0
s6666,26,1750,51,237
s6671,14,10,,0
s6677,,10,,0
s6682,44,175,71,7
s6686,31,10,86,7
s6688,39,750,36,22
s6689,61,175,83,12
s6690,54,75,60,20
s6693,80,75000,95,228
s6695,80,175,0,17
s6697,65,175000,56,41
s6698,84,175000,88,57
s6705,40,175,62,29
s6706,24,75000,7,27
s6707,62,10,,0
s6709,50,75,,0
s6710,83,750,91,32
s6714,43,32000,12,97
s6715,34,1750,32,202
s6720,70,7500,80,263
s6723,76,17500,82,93
s6725,8,1750,14,14
s6732,58,750,84,98
s6733,51,750,19,36
s6735,,10,,0
s6741,29,75,44,9
s6743,63,"['5,000+ Ratings']",57,7
s6746,61,75000,53,53
s6747,36,750,65,17
s6749,76,175,,0
s6752,58,750,72,95
s6753,89,175000,86,167
s6758,78,75000,89,35
s6759,70,7500,81,21
s6761,60,75000,86,153
s6763,75,75000,78,223
s6764,48,75,86,7
s6768,,10,,0
s6772,49,750,66,35
s6776,,10,,0
s6781,50,750,75,12
s6782,36,175,61,23
s6784,67,175,40,5
s6785,81,750,41,32
s6792,100,10,,0
s6798,60,75,72,25
s6809,78,750,29,41
s6810,84,10,,0
s6811,38,10,82,22
s6812,27,75,,0
s6813,,10,,0
s6819,23,750,50,10
s6820,34,7500,0,36
s6823,48,250000,71,207
s6824,43,7500,67,69
s6828,68,175,0,5
s6829,51,32000,58,33
s6834,27,32000,3,86
s6835,,10,,0
s6836,51,17500,66,169
s6837,,10,,0
s6838,,10,,0
s6842,55,75000,69,190
s6843,,10,,0
s6845,47,75,,0
s6848,62,"['5,000+ Ratings']",73,80
s6849,76,17500,91,138
s6853,42,1750,17,52
s6857,90,17500,60,162
s6861,85,1750,83,29
s6864,21,75,20,5
s6865,84,750,84,19
s6866,37,175,13,8
s6868,74,1750,64,11
s6869,29,10,,0
s6872,83,10,100,25
s6875,49,750,95,20
s6878,50,75,67,9
s6879,91,75,71,21
s6880,48,175,70,20
s6881,44,75000,21,119
s6882,56,75000,14,95
s6884,83,750,87,61
s6885,86,175000,96,325
s6890,54,17500,16,136
s6891,76,32000,91,169
s6892,90,10,92,13
s6898,,10,,0
s6899,70,7500,86,85
s6902,78,10,,0
s6904,75,17500,84,100
s6910,55,75,,0
s6912,,10,,0
s6914,64,750,40,10
s6916,,10,,0
s6919,91,1750,90,30
s6927,29,10,,0
s6928,100,10,,0
s6929,79,750,78,18
s6933,15,750,17,29
s6938,,10,,0
s6939,62,10,55,11
s6941,91,1750,90,299
s6944,58,750,64,22
s6945,43,1750,75,24
s6946,65,1750,83,107
s6947,29,7500,63,46
s6956,88,1750,89,222
s6967,47,750,71,91
s6968,70,"['5,000+ Ratings']",82,106
s6970,75,75,,0
s6973,86,75,92,12
s6977,59,7500,20,45
s6986,48,750,70,37
s6989,60,17500,62,151
s6993,24,75,43,7
s6996,34,750,27,26
s6998,83,750,100,6
s7001,64,750,91,65
s7003,96,175,,0
s7005,30,10,,0
s7010,73,175,85,13
s7013,77,1750,96,47
s7018,56,10,,0
s7022,37,10,,0
s7024,0,10,,0
s7025,51,1750,33,57
s7028,66,"['5,000+ Ratings']",49,39
s7029,84,750,100,22
s7030,,10,,0
s7031,62,10,42,12
s7032,,10,100,6
s7035,87,175,83,6
s7036,77,750,59,22
s7038,40,75,83,12
s7039,86,250000,92,240
s7040,83,10,79,14
s7043,81,175,92,37
s7044,67,10,20,5
s7051,86,750,78,9
s7053,92,10,,0
s7059,87,75000,93,429
s7060,43,1750,,0
s7061,12,10,,0
s7062,41,10,,0
s7064,,10,,0
s7067,,10,,0
s7069,89,7500,,0
s7071,40,10,,0
s7072,67,750,88,8
s7073,45,10,,0
s7079,,10,,0
s7081,85,750,79,14
s7082,,10,100,8
s7085,66,175,81,78
s7094,80,1750,96,85
s7095,,10,,0
s7096,60,1750,,0
s7097,67,75,69,16
s7098,65,750,58,12
s7104,76,1750,75,20
s7112,86,7500,96,68
s7113,39,750,75,72
s7114,,10,,0
s7116,,10,,0
s7118,64,7500,72,64
s7120,71,75000,39,38
s7125,,10,100,7
s7131,70,750,23,13
s7132,74,75,91,11
s7134,40,10,,0
s7135,43,750,,0
s7137,,10,,0
s7138,76,10,,0
s7140,79,75,100,5
s7141,83,10,,0
s7143,53,175000,57,89
s7146,,10,,0
s7147,61,750,45,20
s7150,52,75,,0
s7158,,10,,0
s7160,71,"['5,000+ Ratings']",74,72
s7162,51,75,,0
s7163,78,175000,82,72
s7167,37,"['5,000+ Ratings']",23,30
s7168,72,10,83,6
s7169,,10,,0
s7173,78,17500,57,23
s7179,78,17500,57,23
s7182,89,17500,94,117
s7183,93,250000,91,85
s7184,64,75000,65,170
s7189,89,175,100,11
s7197,46,750,,0
s7198,54,750,69,26
s7202,,10,,0
s7203,85,75,90,10
s7208,75,175000,86,44
s7209,46,75000,56,9
s7210,34,32000,67,6
s7211,33,17500,,0
s7214,35,75,38,8
s7216,,10,100,5
s7217,69,75,,0
s7223,100,175,,0
s7228,41,17500,54,184
s7229,55,1750,71,133
s7230,,10,,0
s7232,85,10,90,10
s7240,46,10,,0
s7243,84,32000,89,53
s7245,61,750,,0
s7257,79,17500,74,207
s7259,57,1750,,0
s7262,84,32000,85,114
s7264,28,75,,0
s7266,,10,,0
s7268,65,10,,0
s7269,83,10,,0
s7271,71,10,,0
s7280,17,10,40,5
s7283,36,75,,0
s7289,47,750,84,25
s7292,79,10,,0
s7294,34,750,,0
s7296,62,32000,61,51
s7298,76,750,91,11
s7299,,10,,0
s7300,,10,,0
s7308,34,10,60,5
s7311,60,175,77,13
s7315,53,32000,29,90
s7316,75,750,,0
s7322,70,75000,51,232
s7323,68,10,,0
s7325,,10,,0
s7326,,10,,0
s7327,88,750,,0
s7329,52,17500,92,336
s7331,70,10,,0
s7334,73,750,80,5
s7335,49,75,41,17
s7336,43,10,,0
s7337,73,7500,99,90
s7338,62,750,88,24
s7340,11,10,,0
s7341,26,75,,0
s7344,54,750,,0
s7345,,10,,0
s7346,69,7500,65,100
s7347,36,32000,62,186
s7348,31,75,0,12
s7349,41,1750,64,86
s7350,,10,,0
s7352,54,17500,38,48
s7353,66,75,64,11
s7358,33,"['5,000+ Ratings']",,0
s7368,14,75,,0
s7369,,10,,0
s7371,97,75,,0
s7372,,10,,0
s7375,,10,80,5
s7376,63,175,60,20
s7378,30,1750,17,12
s7379,,10,,0
s7380,90,250000,73,254
s7390,43,750,90,39
s7393,57,250000,34,158
s7394,69,10,,0
s7396,,10,,0
s7397,67,175,,0
s7398,35,7500,,0
s7402,35,1750,61,186
s7406,49,1750,90,31
s7410,,10,,0
s7411,,10,,0
s7413,66,1750,72,79
s7415,40,10,,0
s7419,30,75,13,8
s7421,38,"['5,000+ Ratings']",0,7
s7423,66,750,44,18
s7428,,10,,0
s7429,,10,,0
s7433,12,10,,0
s7434,92,1750,100,21
s7439,88,1750,,0
s7440,55,750,,0
s7441,,10,0,5
s7448,24,750,,0
s7449,29,10,82,11
s7454,85,750,,0
s7457,88,17500,99,121
s7459,75,175000,30,92
s7460,84,17500,90,119
s7461,75,175000,30,92
s7463,75,"['5,000+ Ratings']",,0
s7464,52,"['5,000+ Ratings']",72,69
s7467,,10,,0
s7468,,10,,0
s7469,52,75,,0
s7470,56,750,90,50
s7472,,10,100,9
s7476,51,250000,13,60
s7478,44,10,,0
s7479,74,75000,74,238
s7481,37,7500,61,98
s7483,84,10,100,5
s7495,53,750,56,9
s7496,,10,,0
s7497,,10,,0
s7499,,10,,0
s7503,42,"['5,000+ Ratings']",39,135
s7505,40,75,,0
s7506,43,750,73,45
s7507,77,750,87,30
s7510,33,750,69,70
s7511,74,750,92,100
s7512,,10,,0
s7516,,10,,0
s7520,90,10,100,12
s7522,,10,,0
s7529,57,750,,0
s7530,22,75,,0
s7532,48,175,,0
s7533,66,750,,0
s7536,92,1750,94,16
s7546,62,250000,35,108
s7547,,10,,0
s7548,,10,,0
s7551,67,7500,58,36
s7553,85,1750,89,47
s7558,42,750,82,50
s7559,58,250000,47,126
s7562,48,750,90,10
s7564,,10,,0
s7565,62,750,,0
s7568,99,750,85,20
s7569,67,10,100,5
s7571,89,250000,90,49
s7574,,10,,0
s7575,32,750,,0
s7576,66,750,88,25
s7580,,10,,0
s7583,,10,,0
s7586,69,1750,91,11
s7587,58,750,43,23
s7588,36,1750,48,79
s7589,46,175,20,5
s7590,51,17500,84,205
s7592,32,7500,13,68
s7593,75,7500,100,16
s7594,13,175,,0
s7595,21,10,43,7
s7597,14,10,,0
s7598,46,1750,71,48
s7604,,10,,0
s7608,65,10,,0
s7609,,10,83,6
s7610,61,"['5,000+ Ratings']",70,20
s7612,74,750,98,85
s7620,81,7500,100,27
s7624,28,250000,17,131
s7626,40,750,70,47
s7627,93,175,93,14
s7630,55,750,85,40
s7632,32,7500,13,130
s7633,30,750,66,85
s7636,9,10,,0
s7637,92,750,88,25
s7642,59,17500,47,132
s7643,88,175,,0
s7644,,10,,0
s7647,20,10,,0
s7648,,10,,0
s7653,32,750,24,21
s7659,92,"['5,000+ Ratings']",100,25
s7663,62,175,85,27
s7666,,10,,0
s7668,60,250000,67,233
s7674,36,7500,59,22
s7677,,10,,0
s7684,,10,,0
s7688,20,7500,70,61
s7689,58,250000,48,181
s7690,32,175000,17,139
s7694,58,7500,,0
s7697,22,750,,0
s7698,,10,,0
s7702,100,10,,0
s7703,,10,,0
s7705,43,75,,0
s7706,66,250000,46,156
s7708,,10,,0
s7715,35,7500,23,60
s7719,,10,,0
s7725,16,10,,0
s7727,87,10,,0
s7729,45,250000,37,190
s7730,26,750,,0
s7733,47,75,,0
s7735,40,10,,0
s7737,49,32000,80,195
s7738,9,10,,0
s7742,90,175,100,6
s7743,60,10,100,5
s7745,,10,,0
s7746,51,250000,6,107
s7755,76,7500,,0
s7758,76,1750,,0
s7762,39,"['5,000+ Ratings']",6,16
s7765,,10,,0
s7766,43,750,,0
s7770,86,7500,92,12
s7772,87,10,,0
s7775,77,250000,89,256
s7777,50,75,,0
s7779,86,250000,89,257
s7781,36,7500,60,50
s7782,33,17500,4,68
s7783,79,7500,,0
s7784,,10,86,7
s7787,90,10,100,7
"('s1', 1)",86,397,0,0
"('s12', 1)",83,100,100,6
"('s13', 1)",0,3,0,1
"('s25', 1)",46,294,20,5
"('s25', 2)",0,0,0,2
"('s27', 1)",57,7,86,7
"('s30', 1)",74,309,46,24
"('s59', 1)",0,0,0,0
"('s64', 1)",80,4965,78,63
"('s64', 2)",53,2101,27,52
"('s64', 3)",43,1395,11,18
"('s64', 4)",53,734,25,12
"('s88', 1)",69,18,0,2
"('s113', 1)",0,0,0,3
"('s131', 1)",77,65,80,5
"('s135', 1)",100,9,0,3
"('s138', 1)",0,0,0,0
"('s142', 1)",68,31,0,1
"('s142', 2)",0,0,0,0
"('s198', 1)",0,6,0,2
"('s200', 1)",0,0,0,1
"('s214', 1)",0,0,0,2
"('s219', 1)",0,0,0,1
"('s226', 2)",89,344,94,17
"('s226', 3)",0,0,100,15
"('s236', 1)",0,2,0,2
"('s249', 1)",0,0,0,4
"('s249', 2)",0,3,0,0
"('s289', 1)",89,58,100,6
"('s289', 2)",88,8,0,2
"('s290', 1)",36,28,0,3
"('s291', 1)",79,14,0,1
"('s304', 1)",0,0,0,0
"('s307', 1)",71,22,100,5
"('s322', 1)",94,20,0,0
"('s325', 1)",93,992,73,45
"('s325', 2)",86,368,77,30
"('s342', 1)",97,128,100,25
"('s342', 2)",0,0,100,8
"('s342', 3)",85,34,100,5
"('s349', 1)",0,0,0,1
"('s350', 1)",0,0,0,0
"('s350', 2)",0,0,0,0
"('s358', 1)",90,449,52,21
"('s364', 1)",83,23,0,0
"('s390', 1)",88,1190,99,80
"('s394', 1)",94,380,83,6
"('s399', 1)",65,31,100,5
"('s405', 1)",94,20,40,5
"('s406', 1)",87,262,92,25
"('s406', 2)",66,56,100,6
"('s412', 1)",94,30,0,2
"('s412', 2)",100,10,0,0
"('s412', 3)",89,9,0,0
"('s412', 4)",100,11,0,0
"('s412', 5)",100,9,0,0
"('s427', 1)",0,0,0,3
"('s429', 1)",77,15,0,3
"('s438', 1)",90,5970,68,95
"('s438', 2)",37,1635,83,35
"('s450', 1)",0,3,0,1
"('s452', 1)",0,0,0,0
"('s453', 1)",0,4,62,13
"('s453', 2)",0,1,0,1
"('s458', 1)",85,732,94,47
"('s458', 2)",93,377,95,38
"('s458', 3)",88,306,100,31
"('s469', 1)",84,2422,72,40
"('s469', 2)",89,2123,84,44
"('s469', 3)",74,2541,85,35
"('s469', 4)",67,2109,77,35
"('s469', 5)",59,1582,64,48
"('s469', 6)",56,1470,74,15
"('s469', 7)",51,1391,73,49
"('s469', 8)",76,830,75,6
"('s469', 9)",75,862,87,8
"('s472', 1)",83,207,54,28
"('s476', 1)",89,1326,98,48
"('s476', 2)",92,583,98,48
"('s479', 1)",0,1,0,2
"('s505', 1)",0,4,0,0
"('s524', 1)",67,6,0,0
"('s524', 2)",0,4,0,0
"('s524', 3)",0,3,0,0
"('s540', 1)",91,1275,83,29
"('s540', 2)",76,233,38,8
"('s540', 3)",98,540,0,3
"('s544', 1)",59,2653,6,18
"('s546', 1)",0,0,0,1
"('s550', 1)",100,13,100,5
"('s550', 2)",100,7,0,1
"('s550', 3)",100,7,0,1
"('s550', 4)",100,9,0,0
"('s550', 5)",83,8,0,1
"('s559', 1)",0,0,0,4
"('s566', 1)",62,224,55,47
"('s566', 2)",86,51,100,5
"('s570', 1)",0,1,0,1
"('s571', 1)",100,5,0,1
"('s571', 2)",0,0,0,0
"('s575', 1)",0,6,0,0
"('s575', 2)",0,0,0,0
"('s576', 1)",70,105,0,1
"('s579', 1)",0,3,0,0
"('s584', 1)",96,609,100,23
"('s584', 2)",98,436,94,18
"('s584', 3)",97,412,100,10
"('s584', 4)",76,420,79,34
"('s584', 5)",64,309,55,53
"('s585', 1)",84,2537,85,36
"('s585', 2)",88,2669,95,12
"('s585', 3)",70,2766,89,9
"('s585', 5)",67,1296,88,13
"('s585', 6)",48,823,64,7
"('s585', 7)",54,655,88,211
"('s585', 8)",62,347,95,5
"('s587', 1)",96,117,0,1
"('s596', 1)",94,2206,98,51
"('s596', 2)",94,597,100,17
"('s596', 3)",96,442,100,15
"('s599', 1)",0,0,0,4
"('s599', 2)",0,0,0,1
"('s599', 3)",0,0,0,0
"('s604', 1)",86,35,100,8
"('s617', 1)",97,253,83,6
"('s620', 1)",95,988,74,42
"('s620', 2)",96,410,88,8
"('s620', 3)",93,285,100,6
"('s622', 1)",0,0,100,5
"('s633', 1)",98,815,100,11
"('s633', 2)",99,364,100,6
"('s633', 3)",98,795,100,7
"('s640', 1)",0,2,67,6
"('s641', 1)",60,577,58,65
"('s652', 1)",79,63,50,6
"('s668', 1)",0,0,75,8
"('s668', 2)",0,0,0,1
"('s669', 1)",80,97,80,5
"('s669', 2)",95,19,0,0
"('s669', 3)",67,9,0,1
"('s673', 1)",95,620,100,33
"('s673', 2)",98,45,0,1
"('s673', 3)",0,0,0,3
"('s677', 1)",0,1,0,0
"('s681', 1)",60,6,0,1
"('s686', 1)",85,118,80,5
"('s686', 2)",72,81,0,1
"('s704', 1)",64,24,0,2
"('s704', 2)",82,12,0,1
"('s704', 3)",38,8,0,1
"('s708', 1)",0,0,0,0
"('s724', 1)",0,0,0,0
"('s725', 1)",0,2,0,1
"('s726', 1)",0,0,0,1
"('s727', 1)",0,0,0,1
"('s732', 1)",80,148,100,6
"('s751', 1)",86,103,50,6
"('s760', 1)",0,0,0,4
"('s762', 1)",88,865,82,45
"('s762', 2)",89,696,90,21
"('s762', 3)",93,458,95,21
"('s762', 4)",94,445,100,17
"('s762', 5)",90,500,100,21
"('s767', 1)",67,468,96,47
"('s785', 1)",87,104,94,17
"('s787', 1)",0,1,0,0
"('s787', 2)",0,0,0,0
"('s787', 3)",0,0,0,0
"('s816', 1)",0,0,0,0
"('s830', 1)",100,35,0,2
"('s850', 1)",20,5,0,3
"('s857', 1)",72,60,14,7
"('s859', 1)",95,5215,97,69
"('s859', 2)",96,2287,97,31
"('s859', 3)",96,1605,97,39
